created_at,id,full_text,user_id,user_name,user_screen_name,user_location,user_description,user_followers_count,retweet_count,favorite_count,lang
Thu Oct 01 03:05:37 +0000 2020,1311502500839657475,@FallGuysGame @timthetatman L,3938919854,AntiqueThumbs,AntiqueThumbs,"Westsiiiiiiide, Canada",OldBoyTroy on PS4.. Geriatric Gamer with semi working thumbs.. I’m good-ish for an old guy,73,0,0,und
Thu Oct 01 02:54:41 +0000 2020,1311499749355380736,"@FallGuysGame @timthetatman I was hoping to earn more 👑 thru other means rather than it be given to us thru leveling.

i.e. earning 👑 thru a daily system
or coming in 1st place enough times (not final stage) to earn a 👑 

This way after maxing out, u can still earn more 👑",715182927009746944,Gorgeous_Stalker,Kan_Cornelius,My house,I like being logical... it's hard sometimes,4,0,0,en
Thu Oct 01 02:44:44 +0000 2020,1311497247331414016,@FallGuysGame @timthetatman When will the second season begins (day)?,1177337825974456324,Felipe Tierno 🇧🇷🇮🇹🇭🇰🇹🇼🇮🇪🇮🇱🇺🇸,felipe_tierno,,"De direita , liberal convicto.",1,0,0,en
Thu Oct 01 02:41:40 +0000 2020,1311496473549377536,@FallGuysGame @timthetatman Participation medals lmao,1637643888,The Earth is Flat,Mayrathon,"Brooklyn, NY",https://t.co/Et02ssAWue 400+ OLTS 🏆,490,0,0,en
Thu Oct 01 02:40:55 +0000 2020,1311496287259439111,"@FallGuysGame Some people say the game is dead. Cheapening victories by giving out more crowns to lower the value of actually winning a round honestly kind of *does* kill the game. It's no fun. Crowns are supposed to be WON not just given out for free. What's the point of winning, then?",740811536495747077,Chara Dreemurr,Lesboing,Underground,"LV 22 || Loves thicc fictional characters, anime boobs, action cartoons, sports, music, and Sonic. (she/her)",357,0,3,en
Thu Oct 01 02:21:59 +0000 2020,1311491522362310657,@FallGuysGame @timthetatman Still haven't won a crown,314403688,🇳🇮ΣЯMΛП,delukze,⭐H-Town⭐,"🇳🇮🇳🇮🇳🇮
Love single player TPS open world action/adventure video games; comedy, action & animated movies
👉🎮👈",95,0,0,en
Thu Oct 01 02:11:54 +0000 2020,1311488984091103235,@FallGuysGame @timthetatman It was not needed to do Tim like that😭😭,1055593424311775233,Sean Cochran,TheSpeedyM8,,Now this is EPIC,32,0,0,en
Thu Oct 01 02:07:37 +0000 2020,1311487906670948354,@FallGuysGame @timthetatman Xbox? Exclusivety is dumb!!!,1199698990176055297,d3fcon 1,1D3fcon,,,5,0,0,en
Thu Oct 01 02:05:28 +0000 2020,1311487365861568512,"@FallGuysGame @timthetatman Seeing as you still have a cheater issue and many people missed out on crowns in season 1 because they were stolen by cheaters, this is the first step in the right direction. You still owe me about 50 crowns for all the cheaters i lost to.",1106601191000207360,👾 Scott 👾,ThanatosStratos,,"🇬🇷 Hey, I’m right handed! 🇬🇷",5,0,0,en
Thu Oct 01 01:48:11 +0000 2020,1311483015160311809,@FallGuysGame @timthetatman Egg Scramble sucks eggs,3294717885,SquirrelandMoose,currier_dillon,,,4,0,0,en
Thu Oct 01 01:46:20 +0000 2020,1311482547625312256,@FallGuysGame @timthetatman When will you come to Xbox,1298806123701575680,BTG313,BTG3133,,play games,4,0,2,en
Thu Oct 01 01:38:30 +0000 2020,1311480576742916096,"@FallGuysGame @timthetatman Despite the fact ill probably never own the game, thats awesome! I wish you all the best of luck in season 2! Just dont pull a fortnite s2chpt2 and be very bland!",825137091092824087,Cattus,Cattusontwitt,,"Epic: Cattus_da_best, DM me before friending me | plays Fortnite/Slime Rancher/PVZGW2 |
is one of the few Cattus mains on earth",87,0,0,en
Thu Oct 01 01:25:05 +0000 2020,1311477201947299840,@FallGuysGame @timthetatman Participation trophies,58252675,Hi !’m Kyle,Deeeslide,Land of the cold air,The blackness of my belt is like the inside of a coffin on a moonless night. #VikingsFan #MinnesotaInGeneral,601,0,0,fr
Thu Oct 01 01:19:26 +0000 2020,1311475779818020864,@FallGuysGame @timthetatman I hope you guys add little challenges maybe?  👀,116132958,CassidyRey🌌| COMMS CLOSED!,CassidyRey,"Brb, Dream",24 Digital Artist| Emote Artist | DM me for commissions 💌 #twitchemoteartist | do not use my artwork without my permission. banner: @purpleT_twitch,905,0,0,en
Thu Oct 01 01:10:59 +0000 2020,1311473653771497472,"@FallGuysGame @timthetatman This is terrible. This is why you have Kudos. Now crowns are going to be less satisfying to win. What’s even the point anymore? I only have 7 crowns but now who cares about my lousy 7 wins when I will get 21 per season?? Thumbs down:,(",1147040944555884545,Real Satoshi,RealSatoshi5,,I invented bitcoin but can’t prove it believe me plz,0,0,0,en
Thu Oct 01 01:10:25 +0000 2020,1311473511748182018,@FallGuysGame @timthetatman @CureDaylight,4741588381,Zdawg🇨🇦,Zdawg_256,"Santa Barbara, CA",18| R6 Content Creator| CHS Grad| AHC| Game Design Major|,224,0,0,und
Thu Oct 01 01:01:58 +0000 2020,1311471385718390789,"@FallGuysGame @timthetatman My Wife LOVES this! Way to show that you really are the best studio!

Day 21 of asking on every post for a SLAP button or emote. Because sometimes you just need to slap a bean! https://t.co/4egIoHyFIJ",282154780,RPG,RPGMaster95,USA,"Loving Fall Guys on PS4! You can find rad gameplay if it and more on youtube by searching RPGMaster95.
Have a great day everybuddy!",3,0,0,en
Thu Oct 01 01:00:45 +0000 2020,1311471076338290692,@FallGuysGame @timthetatman Bring it to Xbox!!!,118755967,Tim,TShurley,"Fate, TX","Husband, Father, Kids’ Pastor. Hope to influence people positively and help kids and their families come to the saving knowledge of Jesus Christ.",49,0,1,en
Thu Oct 01 00:56:00 +0000 2020,1311469883104862209,@FallGuysGame @timthetatman Stop mentioning Tim. He doesn't even play the game anymore.,19681035,SorrowsHeelTurn,SorrowsHeelTurn,Ireland,Leave Luck to Heaven,169,0,0,en
Thu Oct 01 00:50:43 +0000 2020,1311468553669947392,@FallGuysGame @timthetatman Thank you!! Level 37/40 and I won my first last night! Been bumming I'd only get 3 crowns this whole season,161066014,Sky Ash,skykam007,the border,"Hey, I'm Sky! I'm a cosplayer, costumer, gamer, dork!
https://t.co/Ub5ik0P1yT",214,0,0,en
Thu Oct 01 00:50:21 +0000 2020,1311468462229708800,@FallGuysGame @timthetatman Good Game,1078313969268322305,Ghost7702,Ghostyboi7702,United States,"The Roof is not my son but I shall raise it. FeH ID: 1545599796, Meme Lord, Gaming, Destiny and Catholic. Pronouns: Him, His, He, Dat boi and Boi",37,0,0,en
Thu Oct 01 00:45:06 +0000 2020,1311467138259931141,@FallGuysGame @timthetatman Ever heard of dilution mother fuckers!!!,1022965886,elendil,elendil200,Sydney,"Lone ranger, micro grinder, stock broking, inward looking towards the heavens.",42,0,0,en
Thu Oct 01 00:45:05 +0000 2020,1311467134984224768,"@FallGuysGame @timthetatman #Timthebeatthesenselessshitoutofadevertisement

#lolz
How to kill a game.",941168901324292096,ℳ𝓇 .𝔹ℝ𝕀𝔾ℍ𝕋𝕊𝕀𝔻𝔼 🌤,GHERE2EASEUS,"Phoenix, AZ","I have a purpose. it's in motion.
if you follow me and unfollow me it's cool don't trip its not the first time.
I dont have a agenda I have a diary.
 xbox day 7",555,0,0,en
Thu Oct 01 00:44:56 +0000 2020,1311467096153432064,@FallGuysGame @timthetatman Should try and eventually make it up to 100 beans instead of 60. How about slime climb first round? 😏,711663997318094848,Tim Wyatt,chaoticstorm935,,I dunno,5,0,0,en
Thu Oct 01 00:41:19 +0000 2020,1311466186408964096,@FallGuysGame @timthetatman Git gud https://t.co/vyAMJUucFL,54277659,Lost Knights,Aleksander1441,"Alabama, USA","Alek | Memes, Video Games, and Nerd Pop Culture! | Creator of Onward into Darkness. | Electrical Engineer and all-around power guru.",6204,0,0,sv
Thu Oct 01 00:41:09 +0000 2020,1311466146852470785,@FallGuysGame @timthetatman Yay!,161651506,Bérenger「bel」❄☄,bel_57,,"Lost somewhere on the web. I write stuff. Sometimes. 💤 – @gamergen_com 
• ex @twandroid & @clubic
#tech #gaming #Japan #Destiny2",637,0,0,und
Thu Oct 01 00:31:48 +0000 2020,1311463792014962694,@FallGuysGame @timthetatman YESSSSSSSS THANK YOUUUU,1309188004041367553,thasthegreat,thasthegreat,,ok,0,0,0,en
Thu Oct 01 00:28:30 +0000 2020,1311462962046083073,@FallGuysGame @timthetatman Can you add a stats feature to see how many crowns you've attained (aka how many times you've won) I can't remember mine because I spend them as I go,1009857972,Benji D.,BenjiSpeltBenG,💩,23 | ◢ ◤ | I'm fibe,484,0,0,en
Thu Oct 01 00:27:24 +0000 2020,1311462683355488256,@FallGuysGame @timthetatman Griefing ruined the game.,80906153,Fatal,Fatal_Tendency,Utah,social media was a mistake. the kpop industry is evil and stanning it is just as bad (check link) humans worry too much about things that don’t matter.,67,0,0,en
Thu Oct 01 00:21:03 +0000 2020,1311461086433083399,@FallGuysGame @timthetatman I couldn't help but notice you specified GOLDEN crowns.  Are you dropping subtle spicy bombs that there will be other types of crowns?  Silver? 🌶️🥈👑💣,975960216721346560,ΞXODΛCTYL,exodactyl,"Illinois, USA","Husband. Dad. Nerd. Gaming Enthusiast. Bookworm.

Explorer of Worlds. Destroyer of Evil.",73,0,0,en
Thu Oct 01 00:20:16 +0000 2020,1311460891041443841,@FallGuysGame Just add crown shards for getting first in race levels,1301259295560957954,Hunter Jennings,HunterJ38941632,,TFT https://t.co/yNfvonYXLE,0,0,0,en
Thu Oct 01 00:20:08 +0000 2020,1311460856463413249,@FallGuysGame @timthetatman We need u on xbox plz fallguys 😭,1015765132499214337,Aziz GR,gr_abdulaziz,Libya,"‏عبدالعزيز قرمان
مواليد : ليبيا/طرابلس 19/5/93
خريج بكالوريوس هندسة نفط مكامن سنة 2016 من جامعة طرابلس.
العمل : المؤسسة الوطنية للنفط - شركة الهروج",7,0,0,en
Thu Oct 01 00:10:41 +0000 2020,1311458479140372480,"@FallGuysGame @timthetatman Can we have all the beans show on the board when they get dropped at the end of each round?
i.e. include the beans who left too, its amusing to see them all fall. instead of just one or two that did not leave as soon as they lost.",473995488,BBP,ItsBBP,UK,"It's all about Games, Technology, and out of context stupidity.",21,0,2,en
Thu Oct 01 00:05:01 +0000 2020,1311457050346487810,@FallGuysGame @timthetatman Need to adjust the battle pass xp towards the end of the pass. The amount needed is ridiculous and takes too long.,3052286605,Ryan Pledger,optimus_pledge,Australia,"I only reason I have Twitter...is so I can follow video games, NRL and WWE pages.",0,0,1,en
Wed Sep 30 23:59:13 +0000 2020,1311455590535888896,@FallGuysGame @timthetatman Omggg,3302905176,Steffen,steffkip,"St Paul, MN",BLM!,5,0,0,und
Wed Sep 30 23:45:58 +0000 2020,1311452259662798848,@FallGuysGame @timthetatman Now thats a good season,1187651888864354304,Loop,Doodle68957932,,wassup,4,0,0,en
Wed Sep 30 23:42:03 +0000 2020,1311451271337975808,@FallGuysGame @timthetatman Hi fall guys I love you but I am very bad plz give me cool things thx very much bye,607804873,Michelle,michsmells,California,she/her/hers,52,0,0,en
Wed Sep 30 23:40:42 +0000 2020,1311450934103416832,@FallGuysGame @timthetatman Nothing to work towards no more then,1290075181805973505,🧙,plavboycarti,,add me up,9,0,0,en
Wed Sep 30 23:38:40 +0000 2020,1311450419114123265,@FallGuysGame @timthetatman You say youve listened to our feedback but the game is still trash and not on xbox,1283268270255046656,jamison klose,JamisonKlose,,,1,0,0,en
Wed Sep 30 23:38:04 +0000 2020,1311450271491387392,@FallGuysGame @timthetatman Yes!,1273507402755698689,Mitch Nielsen,MitchNielsen15,,Filmmaker,4,0,0,und
Wed Sep 30 23:35:23 +0000 2020,1311449595667517445,"@FallGuysGame @timthetatman YOOOO!  BIG QUESTION!

Can we up the level cap from 40 to something way higher to keep us playing with more purpose?

Cannot wait for season 2!",161540088,Sly,SlyFoxHound,Where Mickey makes Bank!,https://t.co/BcIBUTCHhf | Puertorican Meme | Speedrunner | CoNtEnT CrEaToR | Business Email inside linktree,326761,1,38,en
Wed Sep 30 23:33:55 +0000 2020,1311449223469039618,@FallGuysGame @timthetatman Will the stuff in the shop disappear after season 1 ends? The golden hatchling top hasn’t appeared for an entire month and I want it so badly. I would be so bummed if I missed it.,770785428211326976,Jolly Blue Jotun,JollyBlueJotun,"California, USA",I’m an aspiring pixel artist and game developer.,319,0,0,en
Wed Sep 30 23:31:38 +0000 2020,1311448651982688257,@FallGuysGame @timthetatman Why do i have the feeling there is a big catch here...big yeetus big even!,764503162430578689,"ChaosMole, now Twitch partner",ChaosMolefx,The Siege with a Trebuchet,"Partnered Streamer @twitch, Mole in the Morning Gaming News, ""funny"" German, 9 Years in the Industry

Business-Mail: thesiegestreaming@gmail.com",814,0,0,en
Wed Sep 30 23:29:45 +0000 2020,1311448176780619776,@FallGuysGame @timthetatman Do you promise not to raise the price of all costumes by 600% as well https://t.co/imBDgASUiw,122439303,DansGaming,Dansgaming,"Raleigh, NC",Twitch Broadcaster | 🏳️‍🌈 | Powered by: @GFuelEnergy | Sponsored by @Corsair @ElgatoGaming | Business Inquiries: dansgaming@loaded.gg,130870,0,56,en
Wed Sep 30 23:23:52 +0000 2020,1311446694182043648,@FallGuysGame @timthetatman Yes,1287864498720665602,2D_Icey,Icey2d,,"Hi whoever, I'm 2D_Icey the robloxian Ice Cream Sandwich, welcome to my profile, this is cringe, leave now.",1,0,0,und
Wed Sep 30 23:22:49 +0000 2020,1311446433376145411,@FallGuysGame @timthetatman From someone who has never won fall guys - thank you!!!,1046082059255652352,Ellie,elliebrie16,Brindelton Bay,simmer | she/her/hers,37,0,0,en
Wed Sep 30 23:11:10 +0000 2020,1311443498386690048,@FallGuysGame @timthetatman 1 win gang,180108542,CR dari Sayapsuci tapi wibu,cydh_r,"Jakarta Pusat, DKI Jakarta","Jakarta - Yogyakarta - Jakarta.
kang ketik program rAthena & Holywings",90,0,0,in
Wed Sep 30 23:05:24 +0000 2020,1311442049598586881,"@FallGuysGame @timthetatman I dont care about winning, I care about not losing 4+ times in a row because of team modes.",532782544,pakara 🇨🇴🇺🇲,_pakara,,,202,0,0,en
Wed Sep 30 22:56:06 +0000 2020,1311439710116601857,@FallGuysGame @timthetatman Drop the update already!!! https://t.co/7et18hSUEf,246511068,Nicholas Torres,NicktheHulk93,,"I make the news, movie buff, and I wish I had a super power!",149,0,0,en
Wed Sep 30 22:52:11 +0000 2020,1311438724199317506,@FallGuysGame @timthetatman Ranked mode?,1253391771603738627,Leonardo,Leonard98599918,,canal Leo gameplay BTU,0,0,0,en
Wed Sep 30 22:44:01 +0000 2020,1311436667044192256,@FallGuysGame @timthetatman When can PC players get their names back?,67444860,Harley Faggetter,Topperfalkon,London,I ask why for a living.,725,0,0,en
Wed Sep 30 22:40:02 +0000 2020,1311435665834307584,@FallGuysGame @timthetatman Mmmm yes. This is good.,899682604630265857,Crimson Illusions,TenebrousMoon,The Oasis of Nevada,Wassup. Thanks for checking out my account. I'm a generic digital artist that focuses on mostly anthro and humanoid art with humans drawn here and there.,50,0,0,en
Wed Sep 30 22:38:50 +0000 2020,1311435363379023874,@FallGuysGame @timthetatman Put game on xbox please,867162708,Todd Jordan,SlyyToad,,,28,0,0,en
Wed Sep 30 22:26:47 +0000 2020,1311432332021243911,@FallGuysGame @timthetatman I want a chocobo skin pls🥺,760050059652239360,ʟuʟu,sechsundzw4nzig,behind you,Hi I'm Anna🐦 sometimes I do art🖌️ Lvl. 18🎋 likes games and stuff🎮 some pictures at @26pixl 📷,46,0,1,en
Wed Sep 30 22:20:26 +0000 2020,1311430731541950466,"@FallGuysGame @timthetatman Are there any plans to add stats to the game? Where we can see how many games we've won, perhaps our win% on each mode, how many times finished 1st in a race and stuff like that",796554013,TheZombienator,TheZombienator,,,12,0,0,en
Wed Sep 30 22:15:17 +0000 2020,1311429438194642944,@FallGuysGame @timthetatman Ok so now change Fall Mountain so it doesnt completely suck ass,1239407740176531456,Dan Reynolds,DCCReynolds,,Fight On!,36,0,0,en
Wed Sep 30 22:12:04 +0000 2020,1311428626781548544,@FallGuysGame @timthetatman Leaderboard rewards?,1167252128638877696,Shamaur,Shamaur11,,"im 13 yr old
i like playing game
favorite is brawl stars 10k trophie
im a capricorn
love to make friends",0,0,0,en
Wed Sep 30 22:11:45 +0000 2020,1311428548029227010,@FallGuysGame @timthetatman https://t.co/7wp9qmpZdJ,1614403639,gat helm$,jbunnnyy,vlone,i jus want u 2 like my music,211,0,0,und
Wed Sep 30 22:08:48 +0000 2020,1311427806883180544,"@FallGuysGame @timthetatman Yes yes, quite based",1679799079,Ocean man👀👀👀👀,HuleotheDog,"Illinois, USA",Writer/cosplayer || wanna be game developer || tech enthusiast || draws sometimes? || using Beat Saber to become ambidextrous || @EmiliaNB129 is my anchor 💘💍,34,0,0,en
Wed Sep 30 22:06:36 +0000 2020,1311427249967636480,@FallGuysGame @timthetatman Participation crowns for everyone!,230122561,MotionDesign,IamMotionDesign,"Memphis, TN","Art director, graphic artist & motion designer working in television, motion pictures, music videos and radio. https://t.co/8B5BkDfp0J",545,0,0,en
Wed Sep 30 22:03:29 +0000 2020,1311426465309876225,"@FallGuysGame @timthetatman Hi @FallGuysGame I have been experiencing issues with the game, I just purchased it from steam and it is taking too much time to find a match it is stuck on this screen. Everything else such as my internet connection is woking perfect. Help please https://t.co/fGVfiSjVAE",919077201538101248,x,xclucive1,Upside Down,0A.11.1XXO | low-key,21,0,0,en
Wed Sep 30 22:01:24 +0000 2020,1311425941529214976,@FallGuysGame @timthetatman fix the exp points gain instead 😓,4017902412,EV!,EVonTV,Parts Unknown,Hey! Yo! & What Do Ya Know! 💥 tNtE.v! Video Gaming ~ Film ~ Clowning Around ~ Total Nostalgia4LiFER ~ Wrestling ~ Amongst Other Things.. Have Fun! 🎪,68,0,0,en
Wed Sep 30 21:57:45 +0000 2020,1311425026185256960,@FallGuysGame @timthetatman I liked the fact that pretty much everyone crown u had was earned but i guess 18 isnt even that much also will there be a game mode were there isnt team games i get the fact tha t we were all bad at some point and its messed up to get mad at noobs but iam tired of losing team gam,1306389705999765512,Zuli,Zuli67835367,,No,0,0,0,en
Wed Sep 30 21:57:28 +0000 2020,1311424952621568002,@FallGuysGame @timthetatman https://t.co/RSTufhSsZ2 vid,894709648170909697,Dave,Dave_12yt,,a school meme page,14,0,1,und
Wed Sep 30 21:51:30 +0000 2020,1311423449580154880,@FallGuysGame @timthetatman would it be a squad victory? so my friends could win crowns when I win. because I have 150 victories and they 10 rsrsrarrsr,234163497,Samuel Senne,Samuelsenne01,Fortnite,,37,0,0,en
Wed Sep 30 21:50:59 +0000 2020,1311423319715930114,@FallGuysGame @timthetatman Okay so can y'all get rid of the 'win five games in a row' trophy on PS4?,1230055181103980544,✨KayeTheGaye✨,KayeTheGaye1,Australia,"🏳️‍🌈🇦🇺 | 23 | agender lesbian | Archaeology @ USYD 📚 | Currently Playing Fall Guys, Plague Tale & AC | Merocae 🌿 | They/Them ✨",1022,0,2,en
Wed Sep 30 21:47:33 +0000 2020,1311422455177719810,@FallGuysGame @timthetatman I know this might be a long shot but is there any chance the game will come to Xbox?,2999666182,noob_hero,noob_heroFN,The Matrix,"1x featured map creator
one half of @TeamDarcify
Twitch Affiliate
n00b_vs_games@hotmail.com
ca$happ: £n00bhero",535,0,0,en
Wed Sep 30 21:44:42 +0000 2020,1311421738119503875,@FallGuysGame @timthetatman Am confused,2404604066,Sanguiphilia 🍎,Sanguiphilia,,"💜Twitch Partner & Motion Graphics Artist💜
I play: League of Legends (D3 mid/adc), Witcher 3,  ACNH",3339,0,0,en
Wed Sep 30 21:39:05 +0000 2020,1311420326908252165,"@FallGuysGame @timthetatman Season 1: 40 Levels, 7 of them where with kudos (19500), 3 crowns.

So, basically, 10 out of 30 where just some ""bored"" stuff.

If Season 2 is 20 crowns, maybe 5 will be with Kudos (15k?) and it will still only be 40 levels, we will only get 15 new items? (down from 30)?",728409170110730242,Thomas Nielsen,Tex1337,,,0,0,0,en
Wed Sep 30 21:36:40 +0000 2020,1311419719354900486,"@FallGuysGame @timthetatman As a 70 year old plus Fall Guys player using a mouse and keyboard and getting closer and closer to a crown, I'm not looking for easier just not harder. Perhaps a grouping of similar skilled beans ? #6004",633823538,rick,oldguytweet,,"game designer, game player, naturalist, educator, walker, father and grandpa",13,0,0,en
Wed Sep 30 21:29:38 +0000 2020,1311417947957624833,@FallGuysGame @timthetatman Please bring it to other consoles,1274875957199822848,Bread,Bread02323550,,Hi,0,0,0,en
Wed Sep 30 21:27:58 +0000 2020,1311417528355352576,@FallGuysGame when does season 2 come out i'm .,1261018967801573380,bee ♡,BABYHOTLlNE_,"MAY 4TH, 2020 ♡","and hey, could you face the crowd? could you be seen with me and still act proud, @SpacePrisma? ♡",117,0,0,en
Wed Sep 30 21:26:32 +0000 2020,1311417168748187648,@FallGuysGame @timthetatman I would love to play this game,1145584490733064192,D4RKNebulaTV,D4RKNebulaTV,Canada,"17 // Twitch Streamer and Gamer. Looking for a team now!!

Follow me on Twitch for epic streams!",146,0,0,en
Wed Sep 30 21:26:24 +0000 2020,1311417133696311296,"@FallGuysGame @timthetatman But the real question is, when is it coming to Xbox",1145584490733064192,D4RKNebulaTV,D4RKNebulaTV,Canada,"17 // Twitch Streamer and Gamer. Looking for a team now!!

Follow me on Twitch for epic streams!",146,0,0,en
Wed Sep 30 21:24:01 +0000 2020,1311416534389198848,"@FallGuysGame @timthetatman Thanks god, I still haven't won a single game",1297738590877777926,Zapp but art,ButCube,my hous,"Full-time uni stdent, part-time anxiety.
Struggling artist with lazy sketches.
Currently doing fanart of blocks
Tired 24/7",17,0,0,en
Wed Sep 30 21:23:42 +0000 2020,1311416456081534976,@FallGuysGame @timthetatman Can u please make it for iPhone and othe types of phones please,1059935705667907584,hailey  grace,haileyg18794750,,,0,0,0,en
Wed Sep 30 21:23:05 +0000 2020,1311416300443492355,@FallGuysGame @timthetatman #FallGuysOnXbox D:,403007509,Gabi Alfonzo,GabiAlfonzo1,,WWE Fan Tweet every Monday Night Raw and SmackDown LIVE! Follow for great WWE and Other Entertainment Tweets! NOW running @retro_channel with @ashimcgins22,108,0,0,und
Wed Sep 30 21:17:13 +0000 2020,1311414824052588544,"@FallGuysGame Speaking of featured costumes, are there any plans to make them available as DLC for those of us who miss out (like me, missing the Gris costume because I’ve only won 1 crown this season), or will they just remain in rotation? Because a Valve costume DLC bundle could be sick.",271114373,Alpha Hannah,AlphaHannah_,,22. Tiny terror with big dreams. She/her. This is a safe place for everyone who isn’t a white supremacist.,2664,0,0,en
Wed Sep 30 21:15:50 +0000 2020,1311414476285960192,@FallGuysGame @timthetatman Fall Guys https://t.co/9Sr4ZGYnY1,1218493337222541312,ooJay🍉🐻,oojaywastaken,🍉,🇦🇺 Turn notis on ✰ following noti gang ✰ @nelkage @tekmarrr @eternitynoodle @dxngerrr @ebankslols,216,0,0,en
Wed Sep 30 21:15:09 +0000 2020,1311414304793600001,@FallGuysGame @timthetatman Gunna get my hours up on fall guys for this 😤,1159987046846537730,Valorant Noob,PieceControll,my name is not my idea,Reppin @exprospects,93,0,0,en
Wed Sep 30 21:08:56 +0000 2020,1311412738690777091,@FallGuysGame @timthetatman Please remove tail tag,1265380446776557578,Andrej,Vitorion23,,,0,0,0,en
Wed Sep 30 21:08:17 +0000 2020,1311412573342924801,"@FallGuysGame @timthetatman Finally I will have some nice skins, thanks 😳",1273396543928885248,🧷Condesa Agria🧷,AgriaCondesa,,"17, 🇲🇽, ella. Me gusta ghost y danganronpa :))",19,0,0,en
Wed Sep 30 21:07:30 +0000 2020,1311412379880579072,@FallGuysGame @timthetatman If you hard is it would be on Xbox.,1096626454673031168,michael tackett,michael40810952,,,25,0,0,en
Wed Sep 30 21:04:49 +0000 2020,1311411704119656448,@FallGuysGame @timthetatman @Vaccasauce,1288675807850827776,Austin Court 👑,a_cee43,"Elmwood Park, NJ",I’m basically #Batman without the dead parents. Co-founder of #TAPS. IG: @a_cee43 https://t.co/w5yoaIqwrC,11,0,1,und
Wed Sep 30 21:04:29 +0000 2020,1311411619470036993,@FallGuysGame @timthetatman Make infallible achievable,4261049773,Kaz,Kazmania__,"Melbourne, Victoria",,68,0,0,en
Wed Sep 30 21:03:52 +0000 2020,1311411462485741571,@FallGuysGame @timthetatman Where is xbox version,2869344999,jason,iamjasonguyen,,I dont like staying still,317,0,0,en
Wed Sep 30 21:03:50 +0000 2020,1311411455493836800,@FallGuysGame @timthetatman Yeeeeeeeeeeah 😍 THANK YOU GUYS ❤💯🎮🤩👏🏼 https://t.co/quzeTIWR0x,1243299789321711616,ChomiFLY 🤖👑,ChomiFly,"Here, there and everywhere!",#Gamer 🎮 Videojuegos 🕹 Noticias 💥 Gameplay ▪︎ #Sorteos #Giveaway #RocketLeague #FallGuysGame 👀 #Trade 🎵🎶 Music 🎬 Películas ▪︎ #PS4 #PS5 #VideoGames 🏆,24,0,0,en
