created_at,id,full_text,user_id,user_name,user_screen_name,user_location,user_description,user_followers_count,retweet_count,favorite_count,lang
Wed Sep 30 03:54:26 +0000 2020,1311152396450570240,@FallGuysGame ITS COMING TO SWITCH,1120086426899681280,eveeboii,Bentley38401863,,hi this is a bio boiiiii,7,0,0,en
Wed Sep 30 03:48:15 +0000 2020,1311150843383525379,@FallGuysGame https://t.co/y2gVDu1NfJ,1256075147477282817,Well then,Notthedavey1,"San Diego, CA",Me thinks. Didn’t think I’d become a Twitter star until I was trapped in my house due to COVID-19 but it’s happening. Get ready.,10,0,0,und
Wed Sep 30 03:47:42 +0000 2020,1311150702362791936,"@FallGuysGame The question here is, have you written back? And why haven’t you given the kid all the costumes for free? 🥳",1117640412657856512,GamesUnboxed,GamesUnboxed,,With us you can see those cool videogame unboxings you never could,21,0,0,en
Wed Sep 30 03:34:42 +0000 2020,1311147434081476610,@FallGuysGame https://t.co/3vRgU5Ru8b,1244827756661219331,Inu犬 ~✨⚜️✨,InuTurf,ዘቿረረ,yeah my banner is of a bird so what looser,4,0,0,und
Wed Sep 30 02:52:40 +0000 2020,1311136852984827905,@FallGuysGame Dont you think its time to release it on xbox and switch. On the ps4 and pc the games dead.,1285244762191085577,hypedalphaa,joe87598403,,,1,0,0,en
Wed Sep 30 02:29:37 +0000 2020,1311131054355501057,"@FallGuysGame Please give this kid a game code! I can’t imagine watching a game I wish I could play, and even sending all of this without even asking for a game code or anything.",1307665297466327042,burnt waffles,XburntwafflesX,,"analog music collector, weeb, gamer, photographer",6,0,0,en
Wed Sep 30 02:10:48 +0000 2020,1311126318818287616,"@FallGuysGame 🔫
You better write back",1287121780654579712,M̲y̲u̲z̲u̲ ̲ C̲h̲u̲i̲,MyuzuC,,"現実？
偽?",47,0,0,en
Wed Sep 30 01:32:22 +0000 2020,1311116646530969600,@FallGuysGame Fall guys on xbox https://t.co/qXwErZvaCq,1260310936507650048,Happynewdays,Happynewdays1,,fortnite player,0,0,0,en
Wed Sep 30 01:24:39 +0000 2020,1311114705658933251,@FallGuysGame Davinci has been real silent since this kid’s art was posted,1223664736882970624,Mikey Webb,MikeyWebb15,,"Disney Fan!
Nintendo Fan!
Theater kid!",2,0,0,en
Wed Sep 30 01:23:31 +0000 2020,1311114419603148807,@FallGuysGame Write back you heartless monsters,4371587675,CPT. Giggle Tits,Ninjas_arecool,Iowa c:,Honestly a huge history buff. not so much a fan of people tho ngl,20,0,0,en
Wed Sep 30 01:14:52 +0000 2020,1311112243380137984,@FallGuysGame I'm busy playing Among US now,576493757,The Chief,SpifterSwifter,United States,"Gamer!!!🎮Massive Star Wars, Halo, and Attack On Titan fan!!❤ Love drawing and writing. A huge appreciation to good storytelling.",65,0,0,en
Wed Sep 30 01:11:53 +0000 2020,1311111491341488128,@FallGuysGame @mooshietoon you better buy the guy the game and dm nintendo rn,1267462425953153025,Jer,jermeekirbee,mreeeland,eating the rich,17,0,1,en
Wed Sep 30 00:32:12 +0000 2020,1311101506616061953,@FallGuysGame Did they write back?!,1128738654329851904,jonny(never a proud boy)dingo,jonnydingo7,,"Twitch Affiliated casual streamer, here for a good time and cool people. https://t.co/XQUyF4BhFh
xoxo,
-dingo",71,0,1,en
Wed Sep 30 00:29:09 +0000 2020,1311100738509123586,@FallGuysGame Lets get this kid a system,340049858,Michael Sisko,siskomichael,"Hartford, CT",makes no ¢ multi-media visual-art 📦,80,0,0,en
Wed Sep 30 00:27:05 +0000 2020,1311100215546478593,"@FallGuysGame you MUST write RIGHT NOW, THIS NOT AN OPTION https://t.co/DBYNeuifGa",975508445393715200,MATHEUS,tnmtheus,🌛Ele/Dele 🌛He/His 🌛Bi,"To aprendendo a desenhar, então vai ter diariamente eu surtando por causa disso.
Gosto de anime mas n sou otako taok?
vai toma todo mundo no CU CARALHO",365,0,0,en
Wed Sep 30 00:03:50 +0000 2020,1311094365088034818,@FallGuysGame If yall don't write him back...,1085041491037216768,RougeGunner00,RougeGunner00,USA,"Streamer, furry, food lover, lower than average amount of humor.
https://t.co/zOasTmebmj
https://t.co/QyffIgRQpw",211,0,0,en
Tue Sep 29 23:34:06 +0000 2020,1311086882558627841,"@FallGuysGame ""Will there be a Super Mario collaboration?""

You know what to do, @Mediatonic. Call Nintendo and ask them for a Mario crossover while porting the game on the Switch.",458460960,"Isaiah ""Call me Dr. Ghoulz, scientist"" Mays-Vinson",IsaiahVinson1,United States,"23/Him/Cartoonist

I'm an artist who draw weird-looking humanoids simply called ""Ghouls"" and the creator of few characters like Ed Q Grimster.",68,0,0,en
Tue Sep 29 23:25:15 +0000 2020,1311084657916686342,"@FallGuysGame Seriously, I'll buy this kiddo the game if y'all DM me where to send the money",1215792118691717122,Your Spooky Pal Chris 🎃,NachosSoSpicy,now: Little Rock  2021: Akron,Likes geeky stuff. Progressive. Caffeine and rage. 1-time full marathon runner. 10-time half marathon runner. Usually friendly. Usually.,532,0,0,en
Tue Sep 29 23:21:31 +0000 2020,1311083714739404805,@FallGuysGame if you guys aren't giving this kid a code for the game... can someone else help?,2902344300,DanGodOfThunder,Dangodofthunder,"Atlanta, GA","Smite Player / Speedrunner / Streamer / Whiskey Nerd / Jack of All Trades 
Tweets are not representative of employer/s. dangodofthundertv@gmail.com for business",1285,0,0,en
Tue Sep 29 23:11:35 +0000 2020,1311081215240351744,@FallGuysGame Super Mario Collaboration. 👀👀👀👀👀👀,987805509691559936,🇲🇽 JP (Jojoggggh) 🔞,jojogggghREAL,Ciudad de Mexico,19yr Artist with a Heart of Gold UWU / 🇲🇽 & 🌈 / 100ft Gentle Giant ( #SizeTwitter ) / NSFW Account Warning / SFW Twitter here: @JP_PlacenGH,230,0,0,en
Tue Sep 29 23:11:10 +0000 2020,1311081111716495361,@FallGuysGame @g_rojina,1203842954898616320,🌺Gina Portillo🌺,Queen_Gina77,At my husbands house ,😍@NICKIMINAJ😍. 🎮Gamer 🎮.✨6/27/2017✨.💕Erick💕.,18,0,0,und
Tue Sep 29 23:10:20 +0000 2020,1311080900868943874,@FallGuysGame Lol me on my low days,1311078086922973187,Victoria Brown,Victori33638532,,Gay🥰no nudes funny,0,0,0,en
Tue Sep 29 23:09:34 +0000 2020,1311080711202508800,@FallGuysGame A Mario collaboration can only mean one thing. https://t.co/e8z0Nzj5Aq,1295131193055358976,ButtChungus420,ButtChungus420,,Gaming and Memes. Mostly a place to post my Switch game recordings. RustyJaguar on Instagram.,3,0,0,en
Tue Sep 29 22:58:32 +0000 2020,1311077932060880896,@FallGuysGame give him a free copy asap,1276157472479248384,JustVertz,justvertzyt,,"a small cod youtuber https://t.co/Kv7Gdd2CEB…
i also do twitch https://t.co/hGHjiJDPcD",4,0,0,en
Tue Sep 29 22:52:39 +0000 2020,1311076453975502848,@FallGuysGame Woo!,1308540573477933058,Fall Guy,RealFallGuy,Woo! Woo! Woo!,Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! Woo! (Parody account.),7,0,0,und
Tue Sep 29 22:52:27 +0000 2020,1311076403853451265,@FallGuysGame He doesn't have the game but he got the spirit,1187014027307651077,6Caps,FriesFountain,,oh damn this must be the Bio where i can fill it with stuff.,2,0,0,en
Tue Sep 29 22:44:06 +0000 2020,1311074302154944512,@FallGuysGame You all better be writing back.,964913684655951875,Glatie,xGlatie,,The dumbest smart person you will ever meet,10,0,0,en
Tue Sep 29 22:42:48 +0000 2020,1311073973418029056,@FallGuysGame Yall know yall wanna fix the dsync in tail grab,1253754865475600385,ig: solar.memev2,IMemev2,,Follow Me On Ig I Only Be On Der,2,0,0,en
Tue Sep 29 22:32:40 +0000 2020,1311071421351841793,@FallGuysGame What’s even more wholesome is that you know this kid took so long and put their hardest work into some art they’ll never see again just truly because they support the creators,1055873930496487425,s ♡,sxmmxer,,I am just kinda shy so I share my thoughts on here,25,0,0,en
Tue Sep 29 22:17:50 +0000 2020,1311067689838882817,@FallGuysGame But did y’all write back?,873653625536598016,Zach,ZachAlday27,"Michigan, USA",QB/FS/OLB/WR GLHS class of ‘21,92,0,0,en
Tue Sep 29 22:13:25 +0000 2020,1311066578843324417,@FallGuysGame This is so wholesome you best be writing back,1216136196524584960,SRsmalls,SR_Smalls_,,"Please laugh at my jokes.

Favorite game series are Splatoon and Persona

Weeb",3,0,0,en
Tue Sep 29 22:05:59 +0000 2020,1311064710100418560,@FallGuysGame This is Purity at its finest,1262620018635870210,Modal_3893,3893Modal,,I got this app to look at my favorite creators tweets,10,0,0,en
Tue Sep 29 21:49:40 +0000 2020,1311060601813204992,@FallGuysGame https://t.co/A4vIBk2xZX,1225937113905954816,Andrei Radchenko,AndreiRadchenk5,"Maple Ridge, British Columbia","Hello, I am a very much simple person that's likes computers and hamsters. I have a hamster named Caramel with you can see in my header.",0,0,0,und
Tue Sep 29 21:48:09 +0000 2020,1311060218726539264,@FallGuysGame this is so cute 🥺,999899870092652544,★,keoatn,19 ★ she/her ★ uk,,63,0,0,en
Tue Sep 29 21:47:17 +0000 2020,1311060000576614403,@FallGuysGame 😍😍😍😭😭😭,52478558,Froggy,mjfroggatt,"Walthamstow, London","London based Swansea born accounting celebrity. Retweet a lot of shit and only talk about Eurovision, Pokemon and the Persona series.",158,0,0,und
Tue Sep 29 21:29:01 +0000 2020,1311055407037718529,@FallGuysGame back,1217449377914028033,EssenJey,EssenJey,,fall guys pics and clips,4,0,0,en
Tue Sep 29 21:26:48 +0000 2020,1311054847412707328,@FallGuysGame I teared up 😭,1203457723943309312,*:☾︎ 𝓁𝒶𝓊𝓇ℯ𝓃 +*:,oMztyy,☹︎,6'9 gaming warlord with a 22 inch cock unerect,61,0,0,en
Tue Sep 29 21:25:54 +0000 2020,1311054620412780544,"@FallGuysGame @kamilein09 AND YOU WROTE BACK WITH A COPY OF THE GAME, RIGHT??? https://t.co/0jF3aRi9Dc",1248339121355083776,Grandma Turk needs a drink,TurkRaptor,Midgar Sector 8,@WarszawaScream FF7 Shitposting // 18+ ONLY // Reno Content Aggregate™️ // EXCESSIVE THIRST // ShinRa Fuckers rejoice // #1 Darkstar Stan // 30+ read the carrd,221,0,4,en
Tue Sep 29 21:25:34 +0000 2020,1311054538888093699,@FallGuysGame Now you have to respond,1066385598611636226,Lulow,lukas64736415,Verreisthilfeichwillkeincorona,E,6,0,0,en
Tue Sep 29 21:20:17 +0000 2020,1311053207498493953,@FallGuysGame @watchdogsgame  please make a crossover I want to play as Aiden pearce,1235312432903487488,🅱️🤔I 🅱️LM,Fetchmetheirso1,,I'm Jared I'm 19 and I don't know how to read,2,0,0,en
Tue Sep 29 21:13:30 +0000 2020,1311051498449711112,@FallGuysGame Give him the game for free.,1201170874407301121,David,David18132817,,I’m David:),0,0,1,en
Tue Sep 29 21:09:30 +0000 2020,1311050492546445312,@FallGuysGame Maybe the poor kid has an #Xbox Lmfao,713952821905743872,🌌🌌🌌🌌🌌LUCID🐇🌌🌌🌌🌌🌌,Lucid_Insomniac,Dimension: D-134B,"Full-time Student
Part-time YouTuber
Seasonal Smart Ass",27,0,0,en
Tue Sep 29 20:59:46 +0000 2020,1311048046252363778,@FallGuysGame Super Mario Collaboration,949650100539752449,MadeForMob.io,MobbyYt,"Pennsylvania, USA",Switch FC - SW-0554-2718-3405 / Pro Minecraft and Fortnite Player / 368.53 KFRSOB / Fav - SMO /  Advanced Trickjumper / Sub 370 KFRSOB /,86,0,0,en
Tue Sep 29 20:55:00 +0000 2020,1311046844768632832,"@FallGuysGame Do it, guys!!! Send this bean a letter!!! &lt;3",1217294826799955968,Heathiekins,HeathiekinsYT,New Home,"Hi, all! I'm an uprising content creator and live streamer, focusing on the things I love! (Video games and friendship.) 

Artwork - https://t.co/uLsYFHZ28m",8,0,0,en
Tue Sep 29 20:48:01 +0000 2020,1311045085434445824,"@FallGuysGame Writing him back is not an option.

It is a requirement. https://t.co/ZIGJgWvWHd",801370733058359297,Yin Yang 🌸,TheYangHorizon,Juniortown,CAW's Soul Kreator of 11 Years. Auto Racing/Robotics Fan. Occasional Graphic Designer. LGBTQA+. He/Him. Good For The Environment.,847,0,0,en
Tue Sep 29 20:42:09 +0000 2020,1311043609857269766,@FallGuysGame so? will there be a super mario collaboration?,2964000752,Revelore,heartfullofhell,VA,"came to earth to deliver metal, play videogames, watch bloody fights and collect angel magic cards

Nintendo Switch FC: SW-5000-4972-3533
add me",206,0,0,en
Tue Sep 29 20:39:21 +0000 2020,1311042906975854593,@FallGuysGame Ignore the haters! (This is a wonderful post btw),1175476010818637825,X-Paradox10,Bipply,,,0,0,0,en
Tue Sep 29 20:37:16 +0000 2020,1311042381442097155,@FallGuysGame you better write back now,1941850927,nick 🗿,lvl50nic,,i didnt know my lifestyle was called quarantine until this all happened,661,0,0,en
Tue Sep 29 20:30:31 +0000 2020,1311040683654905857,@FallGuysGame People who are replying to this saying “dead game” are just mad they couldn’t get a crown,1289777191904063488,TheUltimateMemer42,memer42_the,,just a guy that's an anime fan nothing special,1,0,0,en
Tue Sep 29 20:27:39 +0000 2020,1311039959990775809,@FallGuysGame https://t.co/MZaOcyATWe,770310295088685056,princesspeachy,prinpeachy,,me? obsessed with fictional characters? it’s more likely than you think,18,0,1,und
Tue Sep 29 20:14:48 +0000 2020,1311036728371744768,@FallGuysGame Why are there fifa stans mad about this game being popular,740649520241905664,berb,BrandonAbrego1,,,54,0,0,en
Tue Sep 29 20:13:13 +0000 2020,1311036331305381893,@FallGuysGame https://t.co/Sk1GyN780a,1031346685631496192,Security Gaurd Kzgamer|Team super star,real_kzgamer,Some abandoned pizza place,Bostonian dumb@$$|Red panda enthusiast|artist|virtual anime boi|shitposting is in the job|#verifyLTN PFP&Banner by @Emlynx,49,0,0,und
